fsa,name_/_area,nearest_airport_city,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,co2e_set1_kg,co2e_set2_kg,cad1_cdg,cad1_lhr,cad1_nrt,cad1_set1,cad1_set2,cad2_cdg,cad2_lhr,cad2_nrt,cad2_set1,cad2_set2,cad3_cdg,cad3_lhr,cad3_nrt,cad3_set1,cad3_set2
H0M,Akwesasne Region (Akwesasne),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1A,Pointe-Aux-Trembles,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1B,Montreal East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1C,Rivière-des-Prairies Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1E,Rivière-Des-Prairies Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1G,Montreal North North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1H,Montreal North South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1J,Anjou West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1K,Anjou East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1L,Mercier North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1M,Mercier West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1N,Mercier Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1P,Saint-Léonard North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1R,Saint-Léonard West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1S,Saint-Léonard Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1T,Rosemont North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1V,Maisonneuve,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1W,Hochelaga,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1X,Rosemont Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1Y,Rosemont South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H1Z,Saint-Michel West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2A,Saint-Michel East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2B,Ahuntsic North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2C,Ahuntsic Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2E,Villeray Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2G,Petite-Patrie Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2H,Plateau Mont-Royal North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2J,Plateau Mont-Royal North Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2K,Centre-Sud North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2L,Centre-Sud South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2M,Ahuntsic East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2N,Ahuntsic Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2P,Villeray West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2R,Villeray Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2S,Petite-Patrie Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2T,Plateau Mont-Royal West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2V,Outremont,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2W,Plateau Mont-Royal South Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2X,Plateau Mont-Royal Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2Y,Old Montreal,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H2Z,Downtown Montreal Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3A,Downtown Montreal North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3B,Downtown Montreal East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3C,Griffintown (Includes Île Notre-Dame & Île Sainte-Hélène),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3E,L'Île-Des-Soeurs,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3G,Downtown Montreal Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3H,Downtown Montreal South & West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3J,Petite-Bourgogne,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3K,Pointe-Saint-Charles,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3L,Ahuntsic Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3M,Cartierville Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3N,Parc-Extension,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3P,Mount Royal North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3R,Mount Royal Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3S,Côte-des-Neiges North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3T,Côte-des-Neiges Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3V,Côte-des-Neiges East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3W,Côte-des-Neiges Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3X,Hampstead,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3Y,Westmount West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H3Z,Westmount East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4A,Notre-Dame-de-Grâce Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4B,Notre-Dame-de-Grâce Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4C,Saint-Henri,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4E,Ville Émard,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4G,Verdun North,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4H,Verdun South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4J,Cartierville Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4K,Cartierville Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4L,Saint-Laurent Inner Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4M,Saint-Laurent East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4N,Saint-Laurent Outer Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4P,Mount Royal South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4R,Saint-Laurent Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4S,Saint-Laurent Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4T,Saint-Laurent Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4V,Côte-Saint-Luc East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4W,Côte-Saint-Luc West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4X,Montreal West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4Y,Dorval Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H4Z,Tour de la Bourse,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H5A,Place Bonaventure,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H5B,Place Desjardins,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7A,Duvernay-Est,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7B,Saint-Franþois,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7C,Saint-Vincent-de-Paul,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7E,Duvernay,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7G,Pont-Viau,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7H,Auteuil West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7J,Auteuil Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7K,Auteuil South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7L,Sainte-Rose,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7M,Vimont,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7N,Laval-des-Rapides,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7P,Fabreville,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7R,Laval-sur-le-Lac,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7S,Chomedey Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7T,Chomedey Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7V,Chomedey East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7W,Chomedey South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7X,Sainte-Dorothée,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H7Y,Îles-Laval,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H8N,LaSalle Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H8P,LaSalle Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H8R,Saint-Pierre,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H8S,Lachine East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H8T,Lachine West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H8Y,Roxboro,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H8Z,Pierrefonds,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9A,Dollard-Des-Ormeaux Northwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9B,Dollard-Des-Ormeaux East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9C,L'Île Bizard Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9E,L'Île-Bizard Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9G,Dollard-Des-Ormeaux Southwest,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9H,Sainte-Geneviève,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9J,Kirkland,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9K,Senneville,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9P,Dorval Outskirts,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9R,Pointe-Claire,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9S,L'Île-Dorval,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9W,Beaconsfield,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
H9X,Sainte-Anne-De-Bellevue,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0A,Centre-du-Québec-Sud (Warwick),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0B,Estrie-Est (Stanstead),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0C,Centre-du-Québec-Ouest (Saint-Bonaventure),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0E,Estrie-Ouest (Fulford),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0G,Bois-Francs-Nord (Odanak),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0H,Bois-Francs-Sud (Saint-Nazaire-D'Acton),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0J,Montérégie-Est (Bedford),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
J0K,Lanaudière-Nord (Saint-Esprit),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
