fsa,name_/_area,nearest_airport_city,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,co2e_set1_kg,co2e_set2_kg,cad1_cdg,cad1_lhr,cad1_nrt,cad1_set1,cad1_set2,cad2_cdg,cad2_lhr,cad2_nrt,cad2_set1,cad2_set2,cad3_cdg,cad3_lhr,cad3_nrt,cad3_set1,cad3_set2
E2H,"Saint John Northeast, Renforth",Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2J,Saint John East,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2K,Saint John North,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2L,Saint John Central,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2M,Saint John West,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2N,Saint John Lakewood,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2P,Saint John Red Head,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2R,Saint John Grandview,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2S,Saint John Loch Lomond,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E2V,Oromocto,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E3A,Fredericton North,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E3B,Fredericton South New Brunswick Provincial Government,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E3C,"Fredericton Southwest, New Maryland",Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E3E,Kingsclear,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E3G,Fredericton,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E3L,St. Stephen,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E3N,Campbellton,Fredericton,953.0,1005.7,2280.1,811.5,901.1,28.0,30.0,67.0,24.0,26.0,250.0,270.0,610.0,220.0,240.0,1000.0,1100.0,2400.0,860.0,960.0
E3V,Edmundston,Quebec City,965.5,859.4,2846.2,671.1,956.3,28.0,25.0,84.0,20.0,28.0,260.0,230.0,760.0,180.0,250.0,1000.0,910.0,3000.0,710.0,1000.0
E3Y,Grand Falls Northeast,Fredericton,953.0,1005.7,2280.1,811.5,901.1,28.0,30.0,67.0,24.0,26.0,250.0,270.0,610.0,220.0,240.0,1000.0,1100.0,2400.0,860.0,960.0
E3Z,Grand Falls Central,Fredericton,953.0,1005.7,2280.1,811.5,901.1,28.0,30.0,67.0,24.0,26.0,250.0,270.0,610.0,220.0,240.0,1000.0,1100.0,2400.0,860.0,960.0
E4A,Bathurst,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4B,Minto,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4C,Youngs Cove,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4E,Sussex,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4G,Smiths Creek,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4H,Hillsborough,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4J,Salisbury,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4K,Dorchester,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4L,Sackville,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4M,Bayfield,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4N,Cap-Pelé,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4P,Shediac,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4R,Cocagne,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4S,Bouctouche,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4T,Bass River,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4V,Saint-Antoine,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4W,Richibucto,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4X,St-Louis-de-Kent,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E4Y,Rogersville,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E4Z,Petitcodiac,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5A,Moores Mills,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E5B,St. Andrews,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E5C,St. George,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E5E,Campobello Island,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E5G,Grand Manan Island,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E5H,Pennfield,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E5J,Lepreau,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5K,Grand Bay-Westfield,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5L,Fredericton Junction,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E5M,Gagetown,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5N,Hampton,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5P,Apohaqui,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5R,St. Martins,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5S,Kingston,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5T,Norton,Halifax,913.9,810.8,2657.0,774.9,917.6,27.0,24.0,78.0,23.0,27.0,240.0,220.0,710.0,210.0,240.0,970.0,860.0,2800.0,820.0,980.0
E5V,Deer Island,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6A,Boiestown,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6B,Stanley,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6C,Durham Bridge,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6E,Millville,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6G,Nackawic,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6H,Canterbury,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6J,McAdam,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6K,Harvey,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E6L,Burtts Corner,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E7A,Baker Brook,Quebec City,965.5,859.4,2846.2,671.1,956.3,28.0,25.0,84.0,20.0,28.0,260.0,230.0,760.0,180.0,250.0,1000.0,910.0,3000.0,710.0,1000.0
E7B,Saint-Jacques,Quebec City,965.5,859.4,2846.2,671.1,956.3,28.0,25.0,84.0,20.0,28.0,260.0,230.0,760.0,180.0,250.0,1000.0,910.0,3000.0,710.0,1000.0
E7C,Saint-Basile,Fredericton,953.0,1005.7,2280.1,811.5,901.1,28.0,30.0,67.0,24.0,26.0,250.0,270.0,610.0,220.0,240.0,1000.0,1100.0,2400.0,860.0,960.0
E7E,Saint-Leonard,Fredericton,953.0,1005.7,2280.1,811.5,901.1,28.0,30.0,67.0,24.0,26.0,250.0,270.0,610.0,220.0,240.0,1000.0,1100.0,2400.0,860.0,960.0
E7G,Plaster Rock,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E7H,Perth-Andover,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E7J,Bath,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E7K,Centreville,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E7L,Florenceville,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E7M,Woodstock,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E7N,Debec,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E7P,Hartland,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8A,Saint-Quentin,Fredericton,953.0,1005.7,2280.1,811.5,901.1,28.0,30.0,67.0,24.0,26.0,250.0,270.0,610.0,220.0,240.0,1000.0,1100.0,2400.0,860.0,960.0
E8B,Kedgwick,Fredericton,953.0,1005.7,2280.1,811.5,901.1,28.0,30.0,67.0,24.0,26.0,250.0,270.0,610.0,220.0,240.0,1000.0,1100.0,2400.0,860.0,960.0
E8C,Dalhousie,Fredericton,953.0,1005.7,2280.1,811.5,901.1,28.0,30.0,67.0,24.0,26.0,250.0,270.0,610.0,220.0,240.0,1000.0,1100.0,2400.0,860.0,960.0
E8E,Balmoral,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8G,Belledune,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8J,Petit-Rocher,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8K,Beresford,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8L,Allardville,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8M,Saint-Isidore,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8N,Grande-Anse,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8P,Inkerman,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8R,Paquetville,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8S,Shippagan,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E8T,Lamèque,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E9A,Baie-Sainte-Anne,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E9B,Blackville,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E9C,Doaktown,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E9E,Red Bank,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E9G,Neguac,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
E9H,Brantville,Moncton,958.3,923.7,2183.5,837.6,1118.2,28.0,27.0,64.0,25.0,33.0,250.0,250.0,580.0,220.0,300.0,1000.0,980.0,2300.0,890.0,1200.0
G0A,Capitale-Nationale (Stoneham),Quebec City,965.5,859.4,2846.2,671.1,956.3,28.0,25.0,84.0,20.0,28.0,260.0,230.0,760.0,180.0,250.0,1000.0,910.0,3000.0,710.0,1000.0
G0B,Cap-aux-Meules,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G0C,Gaspésie-Sud (New Richmond),Baie-Comeau,859.3,918.8,2200.3,817.6,941.7,25.0,27.0,65.0,24.0,28.0,230.0,240.0,590.0,220.0,250.0,910.0,980.0,2300.0,870.0,1000.0
G0E,Gaspésie-Nord (Grande-Vallée),Sept-Îles,934.6,971.1,1853.4,788.1,860.2,27.0,29.0,54.0,23.0,25.0,250.0,260.0,490.0,210.0,230.0,990.0,1000.0,2000.0,840.0,910.0
G0G,Côte-Nord/Anticosti (Schefferville),Sept-Îles,934.6,971.1,1853.4,788.1,860.2,27.0,29.0,54.0,23.0,25.0,250.0,260.0,490.0,210.0,230.0,990.0,1000.0,2000.0,840.0,910.0
G0H,Manicouagan (Baie-Trinité),Baie-Comeau,859.3,918.8,2200.3,817.6,941.7,25.0,27.0,65.0,24.0,28.0,230.0,240.0,590.0,220.0,250.0,910.0,980.0,2300.0,870.0,1000.0
G0J,Gaspésie-Ouest (Causapscal),Baie-Comeau,859.3,918.8,2200.3,817.6,941.7,25.0,27.0,65.0,24.0,28.0,230.0,240.0,590.0,220.0,250.0,910.0,980.0,2300.0,870.0,1000.0
G0K,Bas-St-Laurent-Est (Sainte-Luce),Baie-Comeau,859.3,918.8,2200.3,817.6,941.7,25.0,27.0,65.0,24.0,28.0,230.0,240.0,590.0,220.0,250.0,910.0,980.0,2300.0,870.0,1000.0
G0L,Bas-St-Laurent-Ouest (Trois-Pistoles),Quebec City,965.5,859.4,2846.2,671.1,956.3,28.0,25.0,84.0,20.0,28.0,260.0,230.0,760.0,180.0,250.0,1000.0,910.0,3000.0,710.0,1000.0
G0M,Région de Beauce (Saint-Prosper-De-Dorchester),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G0N,Chaudière-Sud (Disraeli),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G0P,Centre-du-Québec-Est (Saint-Valère),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G0R,Appalaches (La Pocatière),Quebec City,965.5,859.4,2846.2,671.1,956.3,28.0,25.0,84.0,20.0,28.0,260.0,230.0,760.0,180.0,250.0,1000.0,910.0,3000.0,710.0,1000.0
G0S,Chaudière-Nord (Saint-Joseph-De-Beauce),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G0T,Le Fjord (Forestville),Baie-Comeau,859.3,918.8,2200.3,817.6,941.7,25.0,27.0,65.0,24.0,28.0,230.0,240.0,590.0,220.0,250.0,910.0,980.0,2300.0,870.0,1000.0
G0V,Saguenay-Lac-St-Jean (Alouette),Saguenay,1159.6,774.9,2200.3,934.3,956.2,34.0,23.0,65.0,27.0,28.0,310.0,210.0,590.0,250.0,250.0,1200.0,820.0,2300.0,990.0,1000.0
G0W,Région de Mistassini (Chambord),Saguenay,1159.6,774.9,2200.3,934.3,956.2,34.0,23.0,65.0,27.0,28.0,310.0,210.0,590.0,250.0,250.0,1200.0,820.0,2300.0,990.0,1000.0
G0X,Mauricie (Parent),Mirabel,1073.7,996.0,2707.4,685.3,809.1,32.0,29.0,80.0,20.0,24.0,290.0,260.0,720.0,180.0,220.0,1100.0,1100.0,2900.0,730.0,860.0
G0Y,L'Erable (Nantes),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G0Z,Centre-du-Québec-Nord (Daveluyville),Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1A,Quebec Provincial Government,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1B,Beauport North,Quebec City,965.5,859.4,2846.2,671.1,956.3,28.0,25.0,84.0,20.0,28.0,260.0,230.0,760.0,180.0,250.0,1000.0,910.0,3000.0,710.0,1000.0
G1C,Beauport Central,Quebec City,965.5,859.4,2846.2,671.1,956.3,28.0,25.0,84.0,20.0,28.0,260.0,230.0,760.0,180.0,250.0,1000.0,910.0,3000.0,710.0,1000.0
G1E,Beauport South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1G,Jean-Talon Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1H,Charlesbourg South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1J,Quebec City Lower Riverbank,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1K,Quebec City Mid-Riverbank,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1L,Quebec City Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1M,Quebec City North Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1N,Quebec City South Central,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1P,Quebec City West,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1R,Quebec City East,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1S,Quebec City South,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1T,Quebec City Upper Riverbank,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1V,Sainte-Foy Northeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
G1W,Sainte-Foy Southeast,Montréal,1080.3,1035.5,2139.8,734.0,812.8,32.0,30.0,63.0,22.0,24.0,290.0,280.0,570.0,200.0,220.0,1100.0,1100.0,2300.0,780.0,860.0
