fsa,name_/_area,rovince_/_territory,lat,lon,nearest_major_airport,airport_iata,airport_sl_km,"dist_set_a_km
(yvr+sfo)","dist_set_b_km
(yyz+jfk)",further_set,d1_name,d1_sl_km,d1_driving_km,d1_driving_hrs,d2_name,d2_sl_km,d2_driving_km,d2_driving_hrs,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,"set_airport_1
(iata)",co2e_set1_kg,co2e_set2_kg
L1A,Port Hope,Ontario,44.0168,-78.3995,Toronto Pearson Intl,YYZ,105.2,3570.3,319.6,A,Niagara Falls ON,117.0,236.56,3.1067,Windsor ON,420.9,464.33,6.0176,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1B,Bowmanville East,Ontario,43.9235,-78.5457,Toronto Pearson Intl,YYZ,90.8,3561.9,313.2,A,Niagara Falls ON,102.4,211.7,2.6093,Montreal QC,430.7,471.02,5.699,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1C,Bowmanville West,Ontario,43.9714,-78.7095,Toronto Pearson Intl,YYZ,80.4,3548.1,314.7,A,Niagara Falls ON,102.6,208.07,2.5898,Montreal QC,440.3,483.36,5.914,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1E,Courtice,Ontario,43.8969,-78.7683,Toronto Pearson Intl,YYZ,72.9,3545.8,310.1,A,Niagara Falls ON,93.3,195.13,2.4121,Montreal QC,448.0,483.97,5.8642,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1G,Oshawa Central,Ontario,43.9233,-78.8684,Toronto Pearson Intl,YYZ,66.6,3537.4,310.9,A,Niagara Falls ON,94.3,190.65,2.4104,Montreal QC,454.1,494.4,6.0402,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1H,Oshawa Southeast,Ontario,43.9721,-78.8837,Toronto Pearson Intl,YYZ,67.9,3534.9,313.8,A,Niagara Falls ON,99.5,194.53,2.4144,Montreal QC,452.9,500.49,6.0748,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1J,Oshawa Southwest,Ontario,43.8852,-78.8771,Toronto Pearson Intl,YYZ,64.3,3537.8,308.7,A,Niagara Falls ON,90.0,184.65,2.3046,Montreal QC,456.5,492.92,5.992,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1K,Oshawa East,Ontario,43.9251,-78.8287,Toronto Pearson Intl,YYZ,69.6,3540.4,311.3,A,Niagara Falls ON,95.2,192.33,2.4385,Montreal QC,451.1,490.64,5.9987,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1L,Oshawa North,Ontario,43.9581,-78.8972,Toronto Pearson Intl,YYZ,66.2,3534.2,312.8,A,Niagara Falls ON,97.8,194.49,2.4208,Montreal QC,454.6,503.83,6.1267,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1M,Whitby North,Ontario,43.9566,-78.9779,Toronto Pearson Intl,YYZ,60.5,3528.1,312.4,A,Niagara Falls ON,96.8,187.91,2.3295,Montreal QC,460.5,509.48,6.2071,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1N,Whitby Southeast,Ontario,43.8721,-78.9273,Toronto Pearson Intl,YYZ,60.0,3534.4,307.7,A,Niagara Falls ON,87.9,179.51,2.2213,Montreal QC,460.7,497.03,6.0449,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1P,Whitby Southwest,Ontario,43.8866,-78.975,Toronto Pearson Intl,YYZ,57.1,3530.3,308.2,A,Niagara Falls ON,89.1,178.96,2.2574,Montreal QC,463.5,502.1,6.1642,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1R,Whitby Central,Ontario,43.9215,-78.9412,Toronto Pearson Intl,YYZ,61.2,3531.9,310.4,A,Niagara Falls ON,93.2,185.33,2.3283,Montreal QC,459.4,501.69,6.156,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1S,Ajax Southwest,Ontario,43.8404,-79.0251,Toronto Pearson Intl,YYZ,51.4,3527.8,305.4,A,Niagara Falls ON,83.6,172.14,2.1455,Montreal QC,469.3,505.37,6.1443,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1T,Ajax Northwest,Ontario,43.8843,-79.0534,Toronto Pearson Intl,YYZ,51.3,3524.4,307.7,A,Niagara Falls ON,88.4,174.41,2.2061,Montreal QC,469.3,509.75,6.2213,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1V,Pickering Southwest,Ontario,43.8605,-79.1618,Toronto Pearson Intl,YYZ,42.4,3516.9,305.9,A,Niagara Falls ON,85.9,167.15,2.1137,Montreal QC,478.4,520.79,6.3521,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1W,Pickering South,Ontario,43.8197,-79.0803,Toronto Pearson Intl,YYZ,46.5,3524.2,304.0,A,Niagara Falls ON,81.2,167.07,2.0926,Montreal QC,474.3,510.69,6.2306,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1X,Pickering Central,Ontario,43.8558,-79.0972,Toronto Pearson Intl,YYZ,46.8,3521.9,305.9,A,Niagara Falls ON,85.2,167.85,2.1131,Montreal QC,473.9,512.45,6.2699,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1Y,Pickering North,Ontario,43.9555,-79.1194,Toronto Pearson Intl,YYZ,51.0,3517.4,312.1,A,Niagara Falls ON,96.3,179.15,2.226,Sault Ste. Marie ON,499.0,679.73,9.6526,1204.7,1260.4,1892.0,YVR,703.9,740.7
L1Z,Ajax East,Ontario,43.8773,-79.0055,Toronto Pearson Intl,YYZ,54.4,3528.3,307.5,A,Niagara Falls ON,87.8,175.14,2.2059,Montreal QC,466.2,505.92,6.1665,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2A,Fort Erie,Ontario,42.9001,-78.9329,Toronto Pearson Intl,YYZ,103.0,3563.0,299.3,A,Niagara Falls ON,24.4,32.51,0.4653,Mont-Tremblant QC,496.1,691.18,8.8774,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2E,Niagara Falls Central,Ontario,43.0537,-79.1018,Toronto Pearson Intl,YYZ,81.3,3545.3,298.6,A,Niagara Falls ON,4.2,5.13,0.1876,Mont-Tremblant QC,493.2,732.62,9.224,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2G,Niagara Falls Southeast,Ontario,43.0696,-79.0818,Toronto Pearson Intl,YYZ,80.6,3546.3,298.0,A,Niagara Falls ON,2.2,2.5,0.0646,Mont-Tremblant QC,490.8,729.99,9.101,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2H,Niagara Falls West,Ontario,43.1009,-79.1379,Toronto Pearson Intl,YYZ,75.2,3541.1,298.2,A,Niagara Falls ON,4.5,5.6,0.1067,Mont-Tremblant QC,491.6,724.29,9.0282,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2J,Niagara Falls North,Ontario,43.1296,-79.1034,Toronto Pearson Intl,YYZ,74.1,3542.8,297.2,A,Niagara Falls ON,4.7,5.75,0.1264,Mont-Tremblant QC,487.4,722.6,9.0116,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2M,St. Catharines Northeast,Ontario,43.196,-79.2161,Toronto Pearson Intl,YYZ,62.9,3532.2,297.4,A,Niagara Falls ON,15.9,20.68,0.3172,Mont-Tremblant QC,488.8,713.18,8.9114,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2N,St. Catharines Northwest,Ontario,43.1923,-79.2559,Toronto Pearson Intl,YYZ,61.6,3529.3,298.1,A,Niagara Falls ON,18.0,21.04,0.2937,Mont-Tremblant QC,491.5,708.87,8.8381,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2P,St. Catharines East,Ontario,43.1527,-79.2091,Toronto Pearson Intl,YYZ,67.3,3534.0,298.2,A,Niagara Falls ON,12.3,16.22,0.2947,Mont-Tremblant QC,491.7,713.95,8.9322,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2R,St. Catharines Central,Ontario,43.1419,-79.2966,Toronto Pearson Intl,YYZ,65.2,3527.7,299.9,A,Niagara Falls ON,18.1,24.4,0.3987,Mont-Tremblant QC,497.7,709.35,8.8803,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2S,St. Catharines Southwest,Ontario,43.1447,-79.2634,Toronto Pearson Intl,YYZ,66.1,3530.1,299.2,A,Niagara Falls ON,15.7,21.47,0.341,Mont-Tremblant QC,495.5,711.75,8.9025,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2T,St. Catharines South,Ontario,43.1313,-79.2317,Toronto Pearson Intl,YYZ,68.6,3533.0,299.0,A,Niagara Falls ON,12.8,17.34,0.3061,Mont-Tremblant QC,494.7,716.15,8.9626,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2V,St. Catharines Southeast,Ontario,43.1142,-79.2035,Toronto Pearson Intl,YYZ,71.3,3535.6,298.9,A,Niagara Falls ON,10.0,12.26,0.2089,Mont-Tremblant QC,494.4,718.55,8.9965,1204.7,1260.4,1892.0,YVR,703.9,740.7
L2W,St. Catharines West,Ontario,43.1688,-79.2794,Toronto Pearson Intl,YYZ,63.1,3528.2,299.0,A,Niagara Falls ON,18.1,23.64,0.3446,Mont-Tremblant QC,494.6,708.39,8.8959,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3B,Welland East,Ontario,42.9878,-79.2219,Toronto Pearson Intl,YYZ,83.3,3538.1,302.2,A,Niagara Falls ON,15.9,24.45,0.4217,Sudbury ON,413.8,511.16,6.7102,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3C,Welland West,Ontario,42.9998,-79.2656,Toronto Pearson Intl,YYZ,80.8,3534.4,302.8,A,Niagara Falls ON,17.8,22.31,0.4724,Sudbury ON,411.3,511.72,6.762,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3K,Port Colborne,Ontario,42.9001,-79.2329,Toronto Pearson Intl,YYZ,92.1,3540.0,304.7,A,Niagara Falls ON,24.3,32.91,0.5285,Sudbury ON,422.7,522.48,6.8644,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3M,Grimsby,Ontario,43.2001,-79.5663,Toronto Pearson Intl,YYZ,53.3,3505.3,305.1,A,Niagara Falls ON,40.9,50.62,0.6244,Ottawa ON,394.6,531.37,6.407,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3P,Markham Central,Ontario,43.8769,-79.2686,Toronto Pearson Intl,YYZ,36.2,3508.3,306.8,A,Niagara Falls ON,88.8,161.06,2.0268,Sault Ste. Marie ON,494.8,698.56,9.6449,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3R,Markham Outer Southwest,Ontario,43.8479,-79.3288,Toronto Pearson Intl,YYZ,30.4,3504.5,304.9,A,Niagara Falls ON,86.6,154.17,1.9178,Sault Ste. Marie ON,493.1,691.67,9.5359,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3S,Markham Southeast,Ontario,43.8486,-79.2617,Toronto Pearson Intl,YYZ,34.8,3509.6,304.9,A,Niagara Falls ON,85.6,160.81,2.0187,Sault Ste. Marie ON,497.2,698.31,9.6368,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3T,Thornhill East,Ontario,43.8227,-79.3946,Toronto Pearson Intl,YYZ,24.5,3500.2,303.3,A,Niagara Falls ON,85.3,145.99,1.8707,Montreal QC,497.1,542.31,6.6483,1204.7,1260.4,1892.0,YVR,703.9,740.7
L3V,Orillia,Ontario,44.6087,-79.4207,Toronto Pearson Intl,YYZ,104.8,3476.9,371.5,A,Niagara Falls ON,171.0,241.5,3.0509,Montreal QC,470.3,598.02,7.6813,1204.7,1260.4,1892.0,YVR,703.9,740.7
