fsa,further_set,d1_name,d2_name,flight_dest_1,flight_dest_2,flight_dest_3,flight_dest_4,flight_dest_5
R3T,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R3V,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R3W,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R3X,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R3Y,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R4A,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R4G,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R4H,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R4J,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R4K,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R4L,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R5A,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R5G,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R5H,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R5K,A,Winnipeg MB,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R6M,A,Regina SK,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R6W,A,Regina SK,Dryden ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R7A,B,Regina SK,Moose Jaw SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
R7B,B,Regina SK,Moose Jaw SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
R7C,B,Regina SK,Moose Jaw SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
R7N,B,Saskatoon SK,Prince Albert SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
R8A,B,Saskatoon SK,Riding Mountain NP MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
R8N,A,Churchill MB,Thompson MB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
R9A,B,Saskatoon SK,Moose Jaw SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0A,B,Saskatoon SK,Winnipeg MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0C,B,Saskatoon SK,Prince Albert SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0E,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0G,B,Saskatoon SK,Medicine Hat AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0H,B,Drumheller AB,Lethbridge AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0J,B,Prince Albert NP SK,Prince Albert SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0K,B,Drumheller AB,Lethbridge AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0L,B,Canmore AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0M,B,Drumheller AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0N,B,Canmore AB,Prince Albert NP SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S0P,B,Saskatoon SK,Thompson MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S2V,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S3N,B,Saskatoon SK,Winnipeg MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4A,B,Saskatoon SK,Prince Albert SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4H,B,Saskatoon SK,Medicine Hat AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4K,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4L,B,Saskatoon SK,Medicine Hat AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4M,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4N,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4P,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4R,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4S,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4T,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4V,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4W,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4X,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4Y,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S4Z,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S6H,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S6J,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S6K,B,Saskatoon SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S6V,B,Saskatoon SK,Moose Jaw SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S6W,B,Saskatoon SK,Riding Mountain NP MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S6X,B,Saskatoon SK,Medicine Hat AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7H,B,Drumheller AB,Riding Mountain NP MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7J,B,Drumheller AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7K,B,Drumheller AB,Riding Mountain NP MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7L,B,Drumheller AB,Riding Mountain NP MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7M,B,Drumheller AB,Riding Mountain NP MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7N,B,Drumheller AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7P,B,Drumheller AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7R,B,Drumheller AB,Riding Mountain NP MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7S,B,Drumheller AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7T,B,Drumheller AB,Riding Mountain NP MB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7V,B,Drumheller AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S7W,B,Drumheller AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S9A,B,Drumheller AB,Fort McMurray AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S9H,B,Drumheller AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S9V,B,Banff / Lake Louise AB,Regina SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
S9X,B,Drumheller AB,Regina SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0A,B,Banff / Lake Louise AB,Kananaskis AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0B,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0C,B,Banff / Lake Louise AB,Nelson BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0E,B,Banff / Lake Louise AB,Quesnel BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0G,B,Banff / Lake Louise AB,Drumheller AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0H,B,Fort McMurray AB,Hay River NT,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0J,B,Banff / Lake Louise AB,Jasper AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0K,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0L,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0M,B,Banff / Lake Louise AB,Williams Lake BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0P,B,Fort McMurray AB,Hay River NT,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T0V,B,Yellowknife NT,Fort McMurray AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1A,B,Banff / Lake Louise AB,Nelson BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1B,B,Banff / Lake Louise AB,Prince Albert SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1C,B,Banff / Lake Louise AB,Prince Albert SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1G,B,Banff / Lake Louise AB,Moose Jaw SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1H,B,Banff / Lake Louise AB,Penticton BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1J,B,Banff / Lake Louise AB,Penticton BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1K,B,Banff / Lake Louise AB,Penticton BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1L,B,Banff / Lake Louise AB,Grande Prairie AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1M,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1P,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1R,B,Banff / Lake Louise AB,Jasper AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1S,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1V,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1W,B,Banff / Lake Louise AB,Williams Lake BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1X,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1Y,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T1Z,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2A,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2B,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2C,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2E,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2G,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2H,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2J,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2K,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2L,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2M,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2N,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2P,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2R,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2S,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2T,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2V,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2W,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2X,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2Y,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T2Z,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3A,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3B,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3C,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3E,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3G,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3H,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3J,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3K,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3L,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3M,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3N,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3P,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3R,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3S,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T3Z,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4A,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4B,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4C,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4E,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4G,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4H,B,Banff / Lake Louise AB,Grande Prairie AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4J,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4L,B,Banff / Lake Louise AB,Fort McMurray AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4M,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4N,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4P,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4R,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4S,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4T,B,Banff / Lake Louise AB,Williams Lake BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4V,B,Banff / Lake Louise AB,Nelson BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T4X,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5A,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5B,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5C,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5E,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5G,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5H,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5J,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5K,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5L,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5M,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5N,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5P,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5R,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5S,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5T,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5V,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5W,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5X,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5Y,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T5Z,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6A,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6B,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6C,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6E,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6G,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6H,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6J,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6K,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6L,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6M,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6N,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6P,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6R,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6S,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6T,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6V,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6W,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T6X,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7A,B,Banff / Lake Louise AB,Williams Lake BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7E,B,Banff / Lake Louise AB,Lethbridge AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7N,B,Banff / Lake Louise AB,Fort St. John BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7P,B,Banff / Lake Louise AB,Prince Albert NP SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7S,B,Banff / Lake Louise AB,Kamloops BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7V,B,Banff / Lake Louise AB,Fernie BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7X,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7Y,B,Banff / Lake Louise AB,Nelson BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T7Z,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8A,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8B,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8C,B,Banff / Lake Louise AB,Prince Albert SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8E,B,Banff / Lake Louise AB,Prince Albert SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8G,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8H,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8L,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8N,B,Banff / Lake Louise AB,Saskatoon SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8R,B,Banff / Lake Louise AB,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8S,B,Jasper AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8T,B,Banff / Lake Louise AB,Prince Albert NP SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8V,B,Banff / Lake Louise AB,Fort McMurray AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8W,B,Banff / Lake Louise AB,Fort McMurray AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T8X,B,Banff / Lake Louise AB,Fort McMurray AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9A,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9C,B,Banff / Lake Louise AB,Fernie BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9E,B,Banff / Lake Louise AB,Nelson BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
