fsa,further_set,d1_name,d2_name,flight_dest_1,flight_dest_2,flight_dest_3,flight_dest_4,flight_dest_5
N1S,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1T,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2A,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2C,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2E,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2G,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2H,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2J,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2K,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2T,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2V,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N2Z,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3A,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3C,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3E,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3H,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3S,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3T,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3V,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3W,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N3Y,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4B,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4G,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4K,A,Niagara Falls ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4L,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4N,A,Niagara Falls ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4S,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4T,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4V,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4W,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4X,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N4Z,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5A,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5C,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5H,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5V,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5W,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5X,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5Y,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N5Z,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6A,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6C,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6E,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6G,A,Niagara Falls ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6H,A,Niagara Falls ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6J,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6K,A,Niagara Falls ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N6P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7A,A,Niagara Falls ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7G,A,Niagara Falls ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7M,A,Niagara Falls ON,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7S,A,Niagara Falls ON,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7T,A,Niagara Falls ON,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7V,A,Niagara Falls ON,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7W,A,Niagara Falls ON,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N7X,A,Niagara Falls ON,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8A,A,Niagara Falls ON,North Bay ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8H,A,Niagara Falls ON,Muskoka (Huntsville) ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8N,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8P,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8R,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8S,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8T,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8V,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8W,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8X,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N8Y,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9A,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9B,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9C,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9E,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9G,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9H,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9J,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9K,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9V,A,Niagara Falls ON,Muskoka (Huntsville) ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N9Y,A,Niagara Falls ON,Muskoka (Huntsville) ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0A,A,Niagara Falls ON,Windsor ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0B,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0C,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0E,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0G,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0H,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0J,A,Toronto ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0K,A,Ottawa ON,Peterborough ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0L,A,Timmins ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0M,A,Muskoka (Huntsville) ON,Peterborough ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0N,A,Muskoka (Huntsville) ON,Barrie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0P,A,Niagara Falls ON,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0R,A,Niagara Falls ON,Niagara-on-the-Lake ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0S,A,Thunder Bay ON,Owen Sound ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0T,A,Thunder Bay ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0V,A,Dryden ON,Kenora ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0W,A,Thunder Bay ON,Riding Mountain NP MB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0X,A,Thunder Bay ON,Brandon MB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P0Y,A,Thunder Bay ON,Riding Mountain NP MB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
P1A,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
